order_id,customer_id,order_date,country,category,product,quantity,unit_price,total_amount,status,payment_method,is_returned
ORD-036679,CUST-7671,2024-06-04,canada,home & garden,Desk Lamp,0,$182.9,0.0,Cancelled,Cash,Yes
ORD-032901,CUST-0895,2022-02-04,Australia,SPORTS,Yoga Mat,2,£106.71,213.42,Pending,PayPal,N
ORD-016190,CUST-6169,2023-02-14,AUS,home & garden,LED Strip Lights,6,246.66,780.64,Delivered,PayPal,Y
ORD-044884,CUST-1154,02-02-2022,canada,clothing ,Coffee Table,6,7.64,45.84,cancelled,Bank Transfer,FALSE
ORD-003491,CUST-3624,2022-09-22,U.S.A,books,Resistance Bands,5,227.72,1138.6,DELIVERED,PayPal,0
ORD-044271,CUST-2140,04/08/2023,germany,Electronics,Monitor Stand,4,78.41,313.64,Cancelled,Cash,False
ORD-044409,CUST-3367,2023-04-04,germany, clothing,Sunglasses,7,103.16,722.12,DELIVERED,Cash,FALSE
ORD-019613,CUST-4502,12 Aug 2023,UK,Books,Yoga Mat,8,166.98,1335.84,Cancelled,Credit Card,Y
ORD-027856,CUST-0876,08/06/2022,USA,Clothing,Notebook Set,3,66.88,200.64,delivered,Cash,yes
ORD-034262,CUST-7464,27/04/2024,United States,Clothing,Wireless Headphones,6,£191.32,1147.92,Pending,PayPal,TRUE
ORD-037567,CUST-1772,2022-07-28,germany,Electronics,Resistance Bands,3,$283.54,850.62,pending,Cash,no
ORD-024624,CUST-7997,2022-08-24,Canada,Electronics,Backpack,7,"$1,927.46",13492.22,DELIVERED,Bank Transfer,FALSE
ORD-045523,CUST-5880,2023-09-23,Canada,SPORTS,Water Bottle,9,"$1,642.82",14785.38,Pending,Credit Card,False
ORD-034860,CUST-3616,21 Apr 2022,US, clothing,Resistance Bands,9,273.9,2465.1,Cancelled,Bank Transfer,Y
ORD-049191,CUST-0475,2022-07-22,UK,Clothing,LED Strip Lights,4,262.52,1050.08,pending,Credit Card,True
ORD-038272,CUST-3212,18/02/2022,AUS,Home and Garden,Laptop Stand,1,"$1,652.10",1652.1,Delivered,Bank Transfer,FALSE
ORD-013220,CUST-4413,27/05/2022,United States,Electronics,Laptop Stand,1,$51.62,51.62,shipped,Credit Card,0
ORD-006085,CUST-4610,05-02-2023,U.K.,Sports,Phone Case,8,291.79,2334.32,Shipped,Credit Card,N
ORD-015764,CUST-1914,"April 03, 2024",DE,BOOKS,Backpack,9,8.11,72.99,Pending,PayPal,False
ORD-036686,CUST-1435,16/06/2023,Australia,electronics,Phone Case,8,£149.86,1198.88,Cancelled,PayPal,TRUE
ORD-011717,CUST-5680,2024-02-03,AUS,Home & Garden,Python Programming Book,2,168.05,336.1,DELIVERED,PayPal,FALSE
ORD-033650,CUST-1132,21 Mar 2023,U.K.,Home & Garden,Running Shoes,5,75.08,375.4,delivered,PayPal,yes
ORD-006953,CUST-3691,31 Jan 2024,australia,Home and Garden,Resistance Bands,8,$176.69,1413.52,shipped,Credit Card,N
ORD-048267,CUST-5268,2022-06-17,germany,Books,Coffee Table,8,£262.1,2096.8,DELIVERED,Credit Card,no
ORD-017252,CUST-2352,08-20-2023,AUS,Clothing,Water Bottle,3,"$1,300.78",3902.34,delivered,PayPal,0
ORD-018832,CUST-6031,2022-07-01,DE,Books,Office Chair,6,199.94,1199.64,Delivered,PayPal,No
ORD-044541,CUST-6620,2023-01-24,DE,electronics,LED Strip Lights,0,£133.33,0.0,Delivered,Bank Transfer,1
ORD-001689,CUST-2658,18/05/2022,canada,BOOKS,Laptop Stand,3,£253.77,761.31,pending,Credit Card,No
ORD-009691,CUST-7540,26/03/2022,CANADA, clothing,Yoga Mat,8,£211.76,1694.08,Delivered,Credit Card,False
ORD-029359,CUST-5695,12-30-2023,United Kingdom,BOOKS,Bluetooth Speaker,3,295.03,885.09,delivered,Bank Transfer,False
ORD-027247,CUST-2325,"March 07, 2024",Germany,books,Python Programming Book,2,£197.68,395.36,delivered,Bank Transfer,yes
ORD-038686,CUST-4936,2023-05-02,United Kingdom,Sports ,Running Shoes,7,"$1,603.42",11223.94,shipped,Credit Card,Y
ORD-020805,CUST-4057,2024-02-16,AUS, clothing,Sunglasses,4,155.1,620.4,Delivered,Cash,N
ORD-019118,CUST-6799,2023-09-26,United Kingdom,Books,LED Strip Lights,7,$93.59,655.13,DELIVERED,Cash,True
ORD-045430,CUST-4787,21/02/2022,Australia,Home and Garden,Python Programming Book,3,7.87,23.61,Shipped,Credit Card,True
ORD-002845,CUST-6680,2022-06-06,Australia,Home and Garden,Desk Lamp,1,271.85,174.56,shipped,PayPal,True
ORD-048515,CUST-4290,08-17-2023,USA,Home & Garden,Running Shoes,7,£280.73,1965.11,cancelled,Credit Card,No
ORD-013044,CUST-3180,03-13-2022,USA,home & garden,Laptop Stand,6,$221.63,1329.78,DELIVERED,Cash,1
ORD-036862,CUST-1468,"January 04, 2022",canada,electronics,USB Hub,8,"$1,976.59",15812.72,Delivered,Credit Card,no
ORD-043320,CUST-1242,08/11/2023,United States,clothing ,Water Bottle,8,150.83,1206.64,pending,PayPal,0
ORD-037200,CUST-2455,23/06/2022,,,Notebook Set,9,116.15,1045.35,cancelled,Credit Card,Y
ORD-049954,CUST-0679,11-24-2022,DE,books,Yoga Mat,1,$195.45,195.45,Cancelled,Cash,TRUE
ORD-036155,CUST-4860,12-04-2023,Australia,Sports,Laptop Stand,6,40.65,243.9,DELIVERED,Credit Card,True
ORD-036670,CUST-1647,14/12/2022,United States,ELECTRONICS,Wireless Headphones,7,251.49,1760.43,DELIVERED,PayPal,No
ORD-038321,CUST-7987,2023-02-25,DE,home & garden,Phone Case,9,"$1,009.33",9083.97,delivered,Bank Transfer,0
ORD-035143,CUST-1597,06-18-2022,CANADA,clothing ,Sunglasses,2,212.37,424.74,cancelled,Bank Transfer,TRUE
ORD-011541,CUST-1820,"March 25, 2022",australia,home & garden,Running Shoes,6,£278.16,1668.96,Cancelled,Cash,Yes
ORD-011521,CUST-1143,11-18-2023,US,books,Monitor Stand,3,£200.1,600.3,cancelled,Cash,1
ORD-049150,CUST-4141,31/03/2024,australia,ELECTRONICS,USB Hub,5,$271.31,976.06,delivered,Bank Transfer,no
ORD-024393,CUST-7457,18/11/2023,CANADA,Home and Garden,Mechanical Keyboard,4,£139.18,556.72,pending,Bank Transfer,yes
ORD-042884,CUST-3266,2022-03-03,U.S.A,electronics,Wireless Headphones,5,$209.95,1049.75,delivered,Cash,Y
ORD-036960,CUST-7915,09-14-2023,UK,Home & Garden,Python Programming Book,6,89.81,538.86,Pending,Credit Card,False
ORD-019904,CUST-6445,2024-02-09,Germany,SPORTS,Office Chair,7,137.26,960.82,Pending,Cash,True
ORD-000830,CUST-1999,"May 20, 2024",U.K.,clothing ,Desk Lamp,-4,$241.12,-964.48,DELIVERED,Bank Transfer,False
ORD-028565,CUST-1227,2022-01-19,canada,home & garden,Notebook Set,4,£226.35,905.4,delivered,Credit Card,No
ORD-007809,CUST-0320,2024-05-15,UK,clothing ,Running Shoes,9,£42.61,349.31,shipped,Bank Transfer,True
ORD-020926,CUST-2154,2024-06-13,United States,Sports ,Wireless Headphones,6,76.73,460.38,cancelled,Credit Card,False
ORD-018365,CUST-0940,"November 04, 2022",germany,Clothing,Laptop Stand,5,112.95,564.75,Delivered,Bank Transfer,True
ORD-021038,CUST-5055,21/01/2022,UK,Sports,Wireless Headphones,4,"$1,831.21",7324.84,cancelled,Cash,yes
ORD-000186,CUST-3153,"August 15, 2022",USA,Home & Garden,Running Shoes,3,234.26,702.78,Shipped,Cash,False
ORD-021281,CUST-1276,11-03-2022,canada,Sports ,Travel Mug,3,73.68,221.04,pending,Credit Card,True
ORD-027600,CUST-6267,08-03-2023,australia,electronics,Notebook Set,9,123.81,1114.29,Delivered,Bank Transfer,N
ORD-005547,CUST-6627,2023-07-04,australia,electronics,Office Chair,8,$46.06,368.48,DELIVERED,Cash,Y
ORD-019563,CUST-7271,"December 10, 2023",US, clothing,Water Bottle,1,£249.07,249.07,pending,PayPal,False
ORD-026077,CUST-0549,03-07-2023,AUS, clothing,Coffee Table,1,"$1,563.20",1563.2,Pending,Cash,No
ORD-023391,CUST-5748,2023-11-24,U.S.A,Sports,Travel Mug,4,"$1,552.02",6208.08,Pending,Credit Card,Y
ORD-024738,CUST-0088,"January 09, 2023",DE,clothing ,Phone Case,6,167.94,1007.64,Pending,Bank Transfer,No
ORD-021562,CUST-6003,03-01-2024,US,SPORTS,LED Strip Lights,4,288.75,188662.89,Delivered,Cash,TRUE
ORD-022677,CUST-0263,07-05-2023,Australia,Home and Garden,Mechanical Keyboard,1,$102.29,87.77,shipped,Credit Card,N
ORD-024009,CUST-7509,04-21-2023,Australia,home & garden,Coffee Table,6,$58.22,349.32,DELIVERED,PayPal,True
ORD-028599,CUST-2368,01-05-2024,AUS,Home & Garden,LED Strip Lights,1,£12.13,12.13,Shipped,Bank Transfer,FALSE
ORD-022756,CUST-7009,04/11/2022,CANADA,SPORTS,Backpack,3,156.28,468.84,DELIVERED,Bank Transfer,1
ORD-004575,CUST-7879,01-27-2023,DE,Electronics,Mechanical Keyboard,1,98.29,98.29,cancelled,PayPal,True
ORD-044188,CUST-6763,11-02-2022,Canada,Home & Garden,Laptop Stand,2,$295.09,590.18,DELIVERED,PayPal,No
ORD-014492,CUST-2693,04 Aug 2022,DE,books,Backpack,9,116.81,1051.29,delivered,Bank Transfer,True
ORD-049913,CUST-0704,10-14-2023,USA,Books,Python Programming Book,3,£294.43,1471.17,cancelled,Bank Transfer,True
ORD-014534,CUST-2381,25 Sep 2023,UK,Sports,Office Chair,7,6.71,46.97,cancelled,PayPal,Yes
ORD-043723,CUST-1112,03-27-2024,U.K.,BOOKS,Python Programming Book,8,227.76,1070.7,cancelled,PayPal,False
ORD-003961,CUST-2089,21/05/2023,australia,home & garden,Phone Case,8,£230.28,1842.24,Delivered,Bank Transfer,no
ORD-033712,CUST-0416,01/06/2024,CANADA,Home and Garden,Coffee Table,0,276.33,0.0,cancelled,Cash,False
ORD-029622,CUST-4474,07/10/2022,Germany,Sports ,USB Hub,4,$39.77,159.08,Shipped,Cash,True
ORD-032289,CUST-3247,17/03/2024,DE,Home & Garden,Resistance Bands,2,"$1,269.22",2538.44,DELIVERED,Bank Transfer,N
ORD-036437,CUST-7612,21/03/2022,United Kingdom,ELECTRONICS,Desk Lamp,4,$10.53,42.12,cancelled,Bank Transfer,Y
ORD-036084,CUST-4410,2023-12-16,United States,electronics,Desk Lamp,8,15.11,120.88,pending,Cash,True
ORD-020963,CUST-1351,"August 06, 2022",US,Books,Backpack,4,£233.16,932.64,DELIVERED,PayPal,1
ORD-024084,CUST-1421,2022-10-22,U.K., clothing,Desk Lamp,4,208.7,834.8,Shipped,Cash,Yes
ORD-020906,CUST-2505,2022-07-15,U.K.,electronics,Desk Lamp,8,206.93,1655.44,Delivered,Bank Transfer,True
ORD-011622,CUST-3079,2023-08-12,UK, clothing,Mechanical Keyboard,3,£173.1,519.3,cancelled,Credit Card,True
ORD-038487,CUST-4872,2024-01-13,Germany,SPORTS,Backpack,3,"$1,628.19",4884.57,DELIVERED,PayPal,True
ORD-040312,CUST-3173,01-15-2022,USA,home & garden,Phone Case,5,"$1,633.19",8165.95,cancelled,Cash,1
ORD-013142,CUST-5491,"December 20, 2023",United States,electronics,Water Bottle,4,122.19,488.76,Shipped,PayPal,No
ORD-028430,CUST-7597,2023-08-31,AUS,ELECTRONICS,USB Hub,7,82.86,580.02,pending,Credit Card,False
ORD-012190,CUST-2828,26/12/2023,canada,home & garden,Phone Case,8,$192.11,1536.88,shipped,PayPal,FALSE
ORD-010393,CUST-7868,01-12-2022,canada,clothing ,Phone Case,5,143.1,715.5,Cancelled,Bank Transfer,1
ORD-037890,CUST-4655,01-31-2024,U.S.A,Home and Garden,Python Programming Book,6,35.15,210.9,Delivered,Bank Transfer,N
ORD-012057,CUST-3725,2022-12-27,Canada,Sports ,Office Chair,1,£66.47,66.47,Cancelled,Cash,Y
ORD-026687,CUST-7814,06/06/2024,AUS,Clothing,USB Hub,1,£32.73,32.73,Cancelled,Cash,0
ORD-049057,CUST-1983,2022-01-01,USA,Home and Garden,Laptop Stand,5,$212.22,1061.1,cancelled,Bank Transfer,No
ORD-000394,CUST-6174,08/01/2022,CANADA,SPORTS,Phone Case,7,284.18,1989.26,shipped,Bank Transfer,N
ORD-022149,CUST-2256,16 Sep 2023,US, clothing,Sunglasses,2,75.06,150.12,delivered,Bank Transfer,True
ORD-042950,CUST-3941,30/06/2022,UK,Home & Garden,Sunglasses,7,145.82,1020.74,shipped,Cash,True
ORD-048237,CUST-7351,08/10/2022,Canada,electronics,Travel Mug,4,96.33,385.32,Shipped,Bank Transfer,False
ORD-006492,CUST-5986,2022-03-20,canada,Electronics,Notebook Set,2,280.26,560.52,Cancelled,Cash,1
ORD-047426,CUST-4469,"September 16, 2023",U.S.A,Sports,Desk Lamp,9,$266.0,2394.0,Cancelled,Bank Transfer,Y
ORD-027183,CUST-3861,2023-08-13,canada,home & garden,Desk Lamp,8,$132.27,1058.16,cancelled,Credit Card,Y
ORD-000868,CUST-3626,"May 10, 2023",United Kingdom,Home & Garden,Travel Mug,5,153.61,768.05,Cancelled,Bank Transfer,True
ORD-024835,CUST-1137,"December 08, 2022",U.K.,Books,Wireless Headphones,7,£182.93,1280.51,Delivered,Bank Transfer,no
ORD-011145,CUST-3879,14/08/2022,canada,Books,Mechanical Keyboard,3,$27.53,82.59,delivered,Cash,True
ORD-000434,CUST-0500,2023-05-27,DE,Sports,Sunglasses,3,205.43,616.29,delivered,Cash,True
ORD-034864,CUST-5202,04-21-2022,Australia, clothing,Laptop Stand,3,292.39,877.17,cancelled,Cash,1
ORD-048617,CUST-2464,06/04/2024,Australia, clothing,Wireless Headphones,5,47.33,236.65,DELIVERED,Credit Card,0
ORD-027867,CUST-1301,2024-01-19,US,clothing ,Monitor Stand,1,$267.58,267.58,Delivered,Credit Card,True
ORD-016738,CUST-1626,21 Apr 2024,AUS,Electronics,Yoga Mat,4,111.88,447.52,delivered,Credit Card,False
ORD-014690,CUST-3090,01-31-2024,CANADA,Clothing,Monitor Stand,9,74.1,666.9,Cancelled,Credit Card,False
ORD-008366,CUST-3456,03-07-2022,United Kingdom,Home & Garden,USB Hub,7,$58.39,408.73,cancelled,Cash,True
ORD-041779,CUST-1057,2024-04-13,Australia,Home & Garden,Travel Mug,5,$293.32,1466.6,Pending,Cash,1
ORD-000605,CUST-2932,10-03-2022,germany,Clothing,Yoga Mat,1,264.07,264.07,delivered,Credit Card,Yes
ORD-014049,CUST-6902,25 Apr 2023,DE,Electronics,Laptop Stand,8,206.02,2426.69,Cancelled,Credit Card,1
ORD-044605,CUST-0756,"September 13, 2023",germany,Clothing,Sunglasses,8,194.47,1555.76,Cancelled,Credit Card,False
ORD-002775,CUST-2955,2024-03-28,Germany,Sports ,USB Hub,2,$286.09,572.18,Delivered,PayPal,Y
ORD-036388,CUST-6236,04-18-2022,United Kingdom,Sports ,Coffee Table,1,$289.71,289.71,delivered,Credit Card,N
ORD-005030,CUST-3012,"June 15, 2022",UK,books,LED Strip Lights,9,$41.79,376.11,Pending,Credit Card,Y
ORD-037763,CUST-4098,08/08/2022,United States,Books,Backpack,9,175.22,1576.98,delivered,Credit Card,no
ORD-043732,CUST-4810,"January 28, 2022",US,ELECTRONICS,Running Shoes,8,"$1,520.79",12166.32,pending,Credit Card,TRUE
ORD-032681,CUST-1088,08 Feb 2023,United States,Electronics,Backpack,7,"$1,768.16",12377.12,DELIVERED,PayPal,No
ORD-025707,CUST-5950,02/12/2023,CANADA,SPORTS,Phone Case,3,96.92,202.74,Cancelled,Bank Transfer,True
ORD-009681,CUST-0301,2022-06-18,United Kingdom,ELECTRONICS,Laptop Stand,7,75.58,529.06,Cancelled,Credit Card,False
ORD-029936,CUST-4055,01/03/2024,canada,SPORTS,USB Hub,7,127.57,892.99,delivered,Credit Card,Y
ORD-021338,CUST-1301,04 May 2022,Canada,Home & Garden,Notebook Set,6,$96.27,577.62,DELIVERED,Cash,False
ORD-048884,CUST-6050,"March 22, 2023",US,books,Notebook Set,5,282.32,1411.6,pending,Bank Transfer,no
ORD-003572,CUST-6851,05-08-2022,UK, clothing,Office Chair,7,218.66,1530.62,Delivered,Bank Transfer,1
ORD-008453,CUST-0288,01/10/2023,U.K.,clothing ,Notebook Set,3,$271.11,813.33,Cancelled,Credit Card,no
ORD-024639,CUST-3907,07/06/2022,Australia,Clothing,Bluetooth Speaker,5,111.36,556.8,Shipped,Bank Transfer,No
ORD-030375,CUST-5079,"January 21, 2023",canada,Electronics,Office Chair,1,206.84,206.84,delivered,Credit Card,No
ORD-030478,,29 Oct 2023,,,Mechanical Keyboard,6,,,Delivered,PayPal,True
ORD-023055,CUST-7266,2024-04-24,CANADA,home & garden,Travel Mug,7,7.35,51.45,cancelled,Credit Card,1
ORD-019919,CUST-0938,17 Jan 2024,United Kingdom,Electronics,Wireless Headphones,1,219.49,219.49,Pending,Bank Transfer,yes
ORD-018209,CUST-0825,13 Jul 2023,Germany, clothing,Notebook Set,3,48.26,144.78,delivered,Cash,False
ORD-038716,CUST-5710,2023-11-01,AUS,BOOKS,Backpack,3,"$1,529.90",4589.7,delivered,Cash,yes
ORD-009990,CUST-6214,07-12-2023,U.S.A, clothing,Coffee Table,3,£282.21,846.63,delivered,Credit Card,no
ORD-049072,CUST-4358,08/08/2022,US,Sports,Laptop Stand,7,$209.06,1463.42,Delivered,PayPal,No
ORD-040886,CUST-4922,2023-03-01,United States,electronics,Running Shoes,1,194.84,194.84,DELIVERED,Bank Transfer,No
ORD-044479,CUST-5435,2022-01-05,U.K.,home & garden,Notebook Set,-2,110.11,-220.22,pending,Bank Transfer,True
ORD-033187,CUST-7374,27/05/2024,U.S.A,home & garden,Mechanical Keyboard,8,72.71,581.68,Cancelled,PayPal,True
ORD-018501,CUST-5063,2022-07-04,canada,Books,Yoga Mat,9,264.59,2381.31,pending,Credit Card,Y
ORD-017424,CUST-6129,09-30-2023,australia,BOOKS,Running Shoes,5,$166.05,830.25,shipped,PayPal,Yes
ORD-028527,CUST-6352,20 Nov 2022,australia,Sports,Wireless Headphones,4,117.8,471.2,Cancelled,Credit Card,True
ORD-036541,CUST-0557,2023-12-02,United Kingdom, clothing,USB Hub,5,103.44,517.2,delivered,Credit Card,TRUE
ORD-031401,CUST-5401,2023-06-24,United Kingdom,SPORTS,Phone Case,6,245.48,1472.88,delivered,PayPal,True
ORD-032605,CUST-2203,2022-10-05,United States,ELECTRONICS,Bluetooth Speaker,7,128.61,900.27,pending,Bank Transfer,Yes
ORD-006186,CUST-1424,"January 06, 2022",DE,books,Laptop Stand,4,10.56,42.24,shipped,Bank Transfer,no
ORD-029155,CUST-2491,25/10/2022,Germany,Electronics,USB Hub,2,218.99,437.98,cancelled,Credit Card,Y
ORD-018042,CUST-6072,"June 07, 2022",U.K.,Clothing,Travel Mug,4,162.3,1125.75,Delivered,Bank Transfer,yes
ORD-036232,,03-27-2023,,,Coffee Table,4,,,cancelled,Credit Card,Y
ORD-021716,CUST-0829,"April 15, 2023",Australia,books,Wireless Headphones,9,229.84,2068.56,pending,Bank Transfer,Y
ORD-025832,CUST-1543,2022-06-03,US,books,Sunglasses,1,$138.22,138.22,pending,Credit Card,N
ORD-045371,CUST-2405,13/01/2022,UK,electronics,Mechanical Keyboard,9,243.71,2193.39,Shipped,PayPal,True
ORD-003860,CUST-1689,09/02/2024,UK,Sports,Backpack,6,203.28,1219.68,cancelled,PayPal,1
ORD-015413,CUST-4140,16 Aug 2022,U.K.,electronics,Coffee Table,2,233.72,467.44,cancelled,Cash,True
ORD-003959,CUST-3182,2022-06-25,germany,BOOKS,Coffee Table,4,$45.27,181.08,Cancelled,Bank Transfer,Yes
ORD-020320,CUST-6808,17/12/2023,UK,Books,Wireless Headphones,4,293.49,1173.96,pending,Credit Card,Y
ORD-010283,CUST-5831,02-25-2023,CANADA,Home & Garden,Mechanical Keyboard,3,174.88,524.64,Shipped,PayPal,TRUE
ORD-024867,CUST-1525,"December 17, 2022",canada,ELECTRONICS,Phone Case,8,$178.23,1425.84,shipped,Bank Transfer,N
ORD-031383,CUST-1756,2024-05-13,CANADA,BOOKS,Coffee Table,4,113.96,455.84,shipped,Credit Card,1
ORD-042170,CUST-3969,05 Mar 2023,DE,clothing ,Mechanical Keyboard,1,281.62,281.62,shipped,Cash,Y
ORD-000541,CUST-2232,2022-07-02,Australia,books,Desk Lamp,8,158.82,1270.56,Shipped,PayPal,0
ORD-034449,CUST-6925,2023-04-01,USA,electronics,Yoga Mat,4,205.32,603.28,shipped,Cash,No
ORD-001750,CUST-3959,2023-06-15,australia,Home & Garden,Backpack,6,259.51,1557.06,Pending,Cash,FALSE
ORD-025166,CUST-2568,13 Jun 2024,U.K.,Home and Garden,Notebook Set,1,131.36,131.36,Cancelled,PayPal,1
ORD-036917,CUST-4286,29/05/2022,US,electronics,Resistance Bands,1,165.9,165.9,Pending,Bank Transfer,FALSE
ORD-046594,CUST-0460,2022-05-31,USA,home & garden,Water Bottle,5,125.84,629.2,DELIVERED,Bank Transfer,N
ORD-007484,CUST-2336,02-02-2022,AUS,Books,Wireless Headphones,7,265.7,1859.9,pending,Credit Card,N
ORD-045471,CUST-2826,08 Sep 2022,Germany,books,Mechanical Keyboard,6,190.97,1145.82,cancelled,Cash,Yes
ORD-026136,CUST-2179,2022-03-12,United States,ELECTRONICS,Laptop Stand,6,"$1,518.25",9109.5,DELIVERED,Cash,yes
ORD-010842,CUST-7129,23 Oct 2022,Canada,books,LED Strip Lights,3,£108.91,326.73,Delivered,Cash,yes
ORD-043305,CUST-5890,08-29-2023,AUS, clothing,Water Bottle,3,42.26,126.78,pending,Bank Transfer,0
ORD-006665,CUST-2097,28/03/2022,AUS,BOOKS,Wireless Headphones,3,258.99,776.97,delivered,Cash,False
ORD-013135,CUST-5771,08/02/2022,USA,home & garden,Desk Lamp,2,79.71,159.42,DELIVERED,Credit Card,N
ORD-049512,CUST-0367,2023-11-15,CANADA,clothing ,Water Bottle,2,50.46,100.92,Cancelled,Credit Card,No
ORD-010302,CUST-1264,2022-09-25,UK,Clothing,Laptop Stand,6,285.69,1714.14,delivered,Cash,Yes
ORD-038053,CUST-7457,20 May 2024,United Kingdom,ELECTRONICS,Laptop Stand,1,136.18,136.18,Cancelled,Cash,False
ORD-039360,CUST-6686,2023-02-07,Germany,BOOKS,USB Hub,4,191.55,766.2,DELIVERED,Cash,N
ORD-017172,CUST-1266,"January 21, 2022",DE,home & garden,Wireless Headphones,5,$179.34,896.7,Pending,Cash,N
ORD-042106,CUST-3559,2023-12-11,US,Electronics,Backpack,1,214.79,214.79,pending,Bank Transfer,no
ORD-002314,CUST-0347,"February 03, 2023",Canada,ELECTRONICS,Mechanical Keyboard,5,£56.8,284.0,delivered,Cash,False
ORD-022308,CUST-5877,2023-09-24,DE, clothing,Running Shoes,1,$82.38,82.38,delivered,PayPal,no
ORD-033316,CUST-1996,21/02/2023,Germany,Sports ,Mechanical Keyboard,8,66.2,529.6,cancelled,Cash,False
ORD-034831,CUST-2848,20/01/2024,United States,Electronics,Running Shoes,8,$92.93,743.44,shipped,Bank Transfer,False
ORD-016266,CUST-6821,2023-11-29,germany,Home & Garden,Desk Lamp,2,76.31,152.62,Shipped,Cash,False
ORD-030712,CUST-7197,07/02/2022,USA,electronics,Coffee Table,2,106.33,212.66,delivered,PayPal,True
ORD-000976,CUST-7533,02/08/2023,Australia,Home & Garden,Monitor Stand,2,26.57,53.14,Delivered,PayPal,no
ORD-023360,CUST-2093,25 Apr 2024,U.K.,ELECTRONICS,Monitor Stand,2,$185.97,371.94,Pending,Cash,True
ORD-047743,,2023-07-28,,,Mechanical Keyboard,5,,283.45,Cancelled,PayPal,yes
ORD-014901,CUST-6771,2022-06-06,Australia,BOOKS,Phone Case,8,163.33,1612.6,Pending,PayPal,TRUE
ORD-012954,CUST-0665,2024-06-02,Germany,Sports ,Desk Lamp,7,"$1,329.53",9306.71,cancelled,Credit Card,yes
ORD-035940,CUST-0016,22/03/2022,United Kingdom, clothing,Backpack,1,196.86,196.86,cancelled,Cash,no
ORD-022411,CUST-1493,03 Aug 2022,AUS,Sports ,Sunglasses,6,231.84,1391.04,Delivered,Cash,False
ORD-030580,,2022-01-09,,,Backpack,7,,,pending,Cash,TRUE
ORD-005120,CUST-4866,2023-12-15,AUS,SPORTS,Coffee Table,5,144.02,705.28,shipped,PayPal,No
ORD-007819,CUST-1068,"September 15, 2023",UK, clothing,Mechanical Keyboard,2,299.32,598.64,shipped,Cash,False
ORD-018141,CUST-1254,27/06/2022,United Kingdom,Home & Garden,Monitor Stand,8,£74.45,595.6,shipped,Credit Card,0
ORD-030284,CUST-5484,01-07-2023,DE,BOOKS,Yoga Mat,5,$195.54,977.7,Cancelled,PayPal,False
ORD-043294,CUST-1667,25/05/2023,US,Sports,Laptop Stand,9,79.17,712.53,pending,Cash,0
ORD-018009,CUST-5190,29/01/2023,United States,clothing ,Phone Case,5,$14.08,70.4,DELIVERED,PayPal,no
ORD-049435,CUST-5065,14 May 2024,DE,clothing ,Notebook Set,7,68.13,476.91,delivered,PayPal,yes
ORD-015347,CUST-1823,"August 21, 2022",USA,BOOKS,Bluetooth Speaker,2,£276.18,552.36,shipped,Credit Card,Y
ORD-004949,CUST-0377,07-25-2022,United States,Sports ,USB Hub,5,"$1,007.32",5036.6,Cancelled,Credit Card,True
ORD-041894,CUST-6966,2023-11-26,Australia, clothing,Notebook Set,4,"$1,154.47",4617.88,Cancelled,Cash,False
ORD-002633,CUST-4673,"March 03, 2022",DE,Clothing,Yoga Mat,9,"$1,472.26",13250.34,Shipped,Cash,Yes
ORD-000361,CUST-5966,2023-09-18,U.S.A,books,Wireless Headphones,8,242.81,1942.48,Cancelled,Credit Card,1
ORD-031792,CUST-0794,09-24-2023,australia, clothing,Bluetooth Speaker,4,£202.32,809.28,Shipped,Credit Card,Y
ORD-038195,CUST-7830,21/05/2022,U.S.A,ELECTRONICS,Python Programming Book,7,"$1,748.39",12238.73,DELIVERED,Bank Transfer,Yes
ORD-031952,CUST-3471,2024-02-12,United States, clothing,Mechanical Keyboard,4,215.66,862.64,Shipped,Bank Transfer,False
ORD-019229,CUST-4039,03-04-2023,USA,books,USB Hub,7,£266.7,1866.9,Shipped,Credit Card,Yes
ORD-020127,CUST-1474,05/01/2022,U.K.,books,Sunglasses,6,"$1,880.51",11283.06,Pending,Cash,Yes
ORD-000873,CUST-4136,2024-02-24,United Kingdom,BOOKS,Backpack,8,$285.15,2281.2,Delivered,Credit Card,True
ORD-008551,CUST-5123,03 Aug 2022,US,SPORTS,Laptop Stand,8,115.14,921.12,Cancelled,PayPal,no
ORD-015794,CUST-4685,"April 27, 2022",germany,Books,Laptop Stand,8,$28.77,230.16,Cancelled,Bank Transfer,True
ORD-041464,CUST-1203,2023-03-18,Canada,Books,Water Bottle,5,$274.96,1374.8,pending,Cash,0
ORD-020416,CUST-1755,10/10/2022,Germany,BOOKS,Notebook Set,2,$74.41,148.82,DELIVERED,Bank Transfer,yes
ORD-039125,CUST-1067,21/04/2024,DE,Books,Water Bottle,8,96.48,771.84,Shipped,Cash,True
ORD-017526,CUST-1736,22/09/2022,U.K.,Clothing,Coffee Table,4,205.28,821.12,Cancelled,Credit Card,0
ORD-044503,CUST-2963,12-11-2023,USA,Electronics,Backpack,9,109.22,982.98,delivered,Cash,no
ORD-043238,CUST-2923,"May 07, 2024",AUS,Books,Backpack,1,264.87,264.87,Cancelled,Credit Card,TRUE
ORD-040353,CUST-0481,"February 26, 2023",DE,Electronics,Laptop Stand,3,98.67,296.01,Shipped,Cash,0
